fecha_chart,fecha_debut,titulo,artista,colaboracion,exitos_previos_artista,ranking,es_navidena
2017-12-30,2017-09-02,I Could Use A Love Song,Maren Morris,0,4,78,0
2017-12-30,2017-12-16,MIC Drop,BTS & Desiigner,1,6,79,0
2017-12-30,2017-11-25,Pull Up N Wreck,Big Sean & Metro Boomin & 21 Savage,1,1,80,0
2017-12-30,2017-09-16,Tell Me You Love Me,Demi Lovato,0,8,81,0
2017-12-30,2017-12-30,Danger,Migos & Marshmello,1,4,82,0
2017-12-30,2017-11-04,You Broke Up With Me,Walker Hayes,0,0,83,0
2017-12-30,2017-12-02,Wanted You,NAV & Lil Uzi Vert,1,6,84,0
2017-12-30,2017-09-30,Dusk Till Dawn,Zayn & Sia,1,13,85,0
2017-12-30,2017-12-30,Untouchable,Eminem,0,3,86,0
2017-12-30,2017-11-04,Mayores,Becky G & Bad Bunny,1,2,87,0
2017-12-30,2017-12-30,My Dawg,Lil Baby,0,0,77,0
2017-12-30,2017-09-16,F**k Love,XXXTENTACION & Trippie Redd,1,1,88,0
2017-12-30,2017-11-18,Ghostface Killers,"21 Savage, Offset & Metro Boomin & Travis Scott",1,4,90,0
2017-12-30,2017-10-07,Too Much To Ask,Niall Horan,0,4,91,0
2017-12-30,2017-12-23,Marry Me,Thomas Rhett,0,9,92,0
2017-12-30,2017-12-09,No Smoke,YoungBoy Never Broke Again,0,0,93,0
2017-12-30,2017-12-09,When We,Tank,0,0,94,0
2017-12-30,2017-12-23,Five More Minutes,Scotty McCreery,0,2,95,0
2017-12-30,2017-12-23,Juice,Yo Gotti,0,3,96,0
2017-12-30,2017-11-18,All On Me,Devin Dawson,0,0,97,0
2017-12-30,2017-09-16,Jocelyn Flores,XXXTENTACION,0,1,98,0
2017-12-30,2017-12-16,Legends,Kelsea Ballerini,0,5,99,0
2017-12-30,2017-12-09,Written In The Sand,Old Dominion,0,6,89,0
2017-12-30,2017-12-02,Pick It Up,Famous Dex & A$AP Rocky,1,3,76,0
2017-12-30,2017-12-09,Faking It,Calvin Harris & Kehlani & Lil Yachty,1,16,100,0
2017-12-30,2017-10-14,Losing Sleep,Chris Young,0,5,74,0
2017-12-30,2017-12-09,Echame La Culpa,Luis Fonsi & Demi Lovato,1,8,75,0
2017-12-30,2017-09-23,Greatest Love Story,LANCO,0,0,52,0
2017-12-30,2017-09-30,Pills And Automobiles,"Chris Brown & Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",1,13,53,0
2017-12-30,2017-10-14,Like I Loved You,Brett Young,0,4,54,0
2017-12-30,2017-11-25,Rubbin Off The Paint,YBN Nahmir,0,0,55,0
2017-12-30,2017-09-30,Let Me Go,Hailee Steinfeld & Alesso & Florida Georgia Line & Watt,1,0,56,0
2017-12-30,2017-08-26,What About Us,P!nk,0,9,57,0
2017-12-30,2017-10-28,Lights Down Low,MAX & gnash,1,6,59,0
2017-12-30,2017-09-30,I'll Name The Dogs,Blake Shelton,0,16,60,0
2017-12-30,2017-12-30,Never Be The Same,Camila Cabello,0,2,61,0
2017-12-30,2017-11-11,Candy Paint,Post Malone,0,3,62,0
2017-12-30,2017-11-25,Lemon,N*E*R*D & Rihanna,1,16,58,0
2017-12-30,2017-10-14,Good Old Days,Macklemore & Kesha,1,3,64,0
2017-12-30,2017-09-16,Light It Up,Luke Bryan,0,15,65,0
2017-12-30,2017-11-04,Yours,Russell Dickerson,0,0,66,0
2017-12-30,2017-12-02,Betrayed,Lil Xan,0,0,73,0
2017-12-30,2017-12-30,Go Legend,Big Sean & Metro Boomin & Travis Scott,1,4,67,0
2017-12-30,2017-08-19,When It Rains It Pours,Luke Combs,0,2,68,0
2017-12-30,2017-10-14,Round Here Buzz,Eric Church,0,11,69,0
2017-12-30,2017-09-09,Look What You Made Me Do,Taylor Swift,0,7,70,0
2017-12-30,2017-08-19,Unforgettable,Thomas Rhett,0,9,71,0
2017-12-30,2017-12-30,Dark Knight Dummo,Trippie Redd & Travis Scott,1,4,72,0
2017-12-30,2017-12-16,Codeine Dreaming,Kodak Black & Lil Wayne,1,9,63,0
2018-01-06,2017-05-20,1-800-273-8255,Logic & Alessia Cara & Khalid,1,4,34,0
2018-01-06,2017-08-19,The Weekend,SZA,0,2,33,0
2018-01-06,2017-07-22,Mi Gente,J Balvin & Willy William & Beyonce,1,14,32,0
2018-01-06,2017-10-28,How Long,Charlie Puth,0,10,27,0
2018-01-06,2017-02-04,Despacito,Luis Fonsi & Daddy Yankee & Justin Bieber,1,14,30,0
2018-01-06,2017-11-11,Wolves,Selena Gomez & Marshmello,1,10,29,0
2018-01-06,2017-07-29,Bank Account,21 Savage,0,1,28,0
2018-01-06,2017-09-16,The Way Life Goes,Lil Uzi Vert & Nicki Minaj,1,19,35,0
2018-01-06,2017-10-14,Plain Jane,A$AP Ferg & Nicki Minaj,1,14,31,0
2018-01-06,2014-01-04,Rockin' Around The Christmas Tree,Brenda Lee,0,0,36,0
2018-01-06,2017-04-29,Unforgettable,French Montana & Swae Lee,1,7,47,0
2018-01-06,2017-01-07,It's The Most Wonderful Time Of The Year,Andy Williams,0,0,38,0
2018-01-06,2017-05-13,Attention,Charlie Puth,0,10,39,0
2018-01-06,2017-12-09,End Game,Taylor Swift & Ed Sheeran & Future,1,7,40,0
2018-01-06,2017-09-23,Sky Walker,Miguel & Travis Scott,1,7,41,0
2018-01-06,2014-01-04,The Christmas Song (Merry Christmas To You),Nat King Cole,0,0,42,0
2018-01-06,2018-01-06,River,Eminem & Ed Sheeran,1,15,43,0
2018-01-06,2017-09-02,Silence,Marshmello & Khalid,1,2,44,0
2018-01-06,2017-12-23,Marry Me,Thomas Rhett,0,9,45,0
2018-01-06,2017-01-07,A Holly Jolly Christmas,Burl Ives,0,0,46,0
2018-01-06,2017-11-11,Meant To Be,Bebe Rexha & Florida Georgia Line,1,24,26,0
2018-01-06,2016-12-10,That's What I Like,Bruno Mars,0,9,37,0
2018-01-06,2017-02-25,Believer,Imagine Dragons,0,10,25,0
2018-01-06,2013-01-05,All I Want For Christmas Is You,Mariah Carey,0,4,13,0
2018-01-06,2017-07-08,Feel It Still,Portugal. The Man,0,1,23,0
2018-01-06,2017-08-26,What About Us,P!nk,0,9,48,0
2018-01-06,2017-03-25,Perfect,Ed Sheeran,0,12,1,0
2018-01-06,2017-10-07,Rockstar,Post Malone & 21 Savage,1,4,2,0
2018-01-06,2017-08-26,Havana,Camila Cabello & Young Thug,1,10,3,0
2018-01-06,2017-09-30,No Limit,G-Eazy & A$AP Rocky & Cardi B,1,6,4,0
2018-01-06,2017-05-20,Thunder,Imagine Dragons,0,10,5,0
2018-01-06,2017-09-30,Gucci Gang,Lil Pump,0,0,6,0
2018-01-06,2017-11-18,MotorSport,"Migos, Nicki Minaj & Cardi B",1,1,7,0
2018-01-06,2017-09-30,Too Good At Goodbyes,Sam Smith,0,6,8,0
2018-01-06,2017-09-23,Bad At Love,Halsey,0,5,9,0
2018-01-06,2017-12-23,Him & I,G-Eazy & Halsey,1,11,24,0
2018-01-06,2017-07-22,Bodak Yellow (Money Moves),Cardi B,0,1,10,0
2018-01-06,2017-08-19,New Rules,Dua Lipa,0,0,12,0
2018-01-06,2018-01-06,Bartier Cardi,Cardi B & 21 Savage,1,2,14,0
2018-01-06,2017-12-02,Gummo,6ix9ine,0,0,15,0
2018-01-06,2017-10-14,I Fall Apart,Post Malone,0,3,16,0
2018-01-06,2017-11-04,Let You Down,NF,0,0,17,0
2018-01-06,2017-08-05,Young Dumb & Broke,Khalid,0,2,18,0
2018-01-06,2017-01-28,Shape Of You,Ed Sheeran,0,12,19,0
2018-01-06,2017-07-29,Sorry Not Sorry,Demi Lovato,0,8,20,0
2018-01-06,2017-09-16,What Lovers Do,Maroon 5 & SZA,1,11,21,0
2018-01-06,2017-09-09,I Get The Bag,Gucci Mane & Migos,1,8,22,0
2018-01-06,2017-05-06,Love.,Kendrick Lamar & Zacari,1,13,11,0
2018-01-06,2017-11-25,Lemon,N*E*R*D & Rihanna,1,16,49,0
2018-01-06,2017-11-11,Candy Paint,Post Malone,0,3,50,0
2018-01-06,2017-09-09,Roll In Peace,Kodak Black & XXXTENTACION,1,5,51,0
2018-01-06,2017-09-16,Tell Me You Love Me,Demi Lovato,0,8,78,0
2018-01-06,2017-11-04,You Broke Up With Me,Walker Hayes,0,0,79,0
2018-01-06,2018-01-06,Ice Tray,Quavo & Lil Yachty,1,10,80,0
2018-01-06,2017-09-02,I Could Use A Love Song,Maren Morris,0,4,81,0
2018-01-06,2017-12-16,MIC Drop,BTS & Desiigner,1,6,82,0
2018-01-06,2018-01-06,Dubai Shit,Huncho Jack & Offset,1,0,83,0
2018-01-06,2017-12-30,My Dawg,Lil Baby,0,0,84,0
2018-01-06,2017-12-02,Pick It Up,Famous Dex & A$AP Rocky,1,3,85,0
2018-01-06,2017-12-09,Written In The Sand,Old Dominion,0,6,86,0
2018-01-06,2018-01-06,Huncho Jack,Huncho Jack,0,0,87,0
2018-01-06,2017-12-09,No Smoke,YoungBoy Never Broke Again,0,0,77,0
2018-01-06,2017-12-16,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",1,0,88,0
2018-01-06,2018-01-06,Motorcycle Patches,Huncho Jack,0,0,90,0
2018-01-06,2017-11-04,Mayores,Becky G & Bad Bunny,1,2,91,0
2018-01-06,2018-01-06,Saint,Huncho Jack,0,0,92,0
2018-01-06,2017-12-02,Walk On Water,Eminem & Beyonce,1,16,93,0
2018-01-06,2018-01-06,Stir Fry,Migos,0,4,94,0
2018-01-06,2017-12-09,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",1,5,95,0
2018-01-06,2017-09-16,F**k Love,XXXTENTACION & Trippie Redd,1,1,96,0
2018-01-06,2017-12-16,Legends,Kelsea Ballerini,0,5,97,0
2018-01-06,2017-10-07,Too Much To Ask,Niall Horan,0,4,98,0
2018-01-06,2017-09-30,Dusk Till Dawn,Zayn & Sia,1,13,99,0
2018-01-06,2017-12-23,Five More Minutes,Scotty McCreery,0,2,89,0
2018-01-06,2017-10-14,Losing Sleep,Chris Young,0,5,76,0
2018-01-06,2017-12-23,Juice,Yo Gotti,0,3,100,0
2018-01-06,2017-12-09,Echame La Culpa,Luis Fonsi & Demi Lovato,1,8,74,0
2018-01-06,2017-12-02,Betrayed,Lil Xan,0,0,75,0
2018-01-06,2018-01-06,La Modelo,Ozuna & Cardi B,1,3,52,0
2018-01-06,2017-11-18,Ric Flair Drip,Offset & Metro Boomin,1,0,53,0
2018-01-06,2017-10-28,Lights Down Low,MAX & gnash,1,6,54,0
2018-01-06,2017-09-30,Let Me Go,Hailee Steinfeld & Alesso & Florida Georgia Line & Watt,1,0,55,0
2018-01-06,2017-10-14,Like I Loved You,Brett Young,0,4,56,0
2018-01-06,2017-09-30,Pills And Automobiles,"Chris Brown & Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",1,13,57,0
2018-01-06,2017-11-25,Rubbin Off The Paint,YBN Nahmir,0,0,59,0
2018-01-06,2017-10-14,Good Old Days,Macklemore & Kesha,1,3,60,0
2018-01-06,2017-09-23,...Ready For It?,Taylor Swift,0,7,61,0
2018-01-06,2017-11-04,Yours,Russell Dickerson,0,0,62,0
2018-01-06,2017-09-23,Greatest Love Story,LANCO,0,0,58,0
2018-01-06,2017-08-26,The Race,Tay-K,0,0,64,0
2018-01-06,2018-01-06,Eye 2 Eye,Huncho Jack & Takeoff,1,0,65,0
2018-01-06,2017-09-09,Look What You Made Me Do,Taylor Swift,0,7,66,0
2018-01-06,2017-09-16,Light It Up,Luke Bryan,0,15,73,0
2018-01-06,2017-12-23,Kooda,6ix9ine,0,0,67,0
2018-01-06,2018-01-06,Modern Slavery,Huncho Jack,0,0,68,0
2018-01-06,2018-01-06,Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,0,0,69,0
2018-01-06,2017-12-16,Codeine Dreaming,Kodak Black & Lil Wayne,1,9,70,0
2018-01-06,2018-01-06,Black & Chinese,Huncho Jack,0,0,71,0
2018-01-06,2017-10-14,Round Here Buzz,Eric Church,0,11,72,0
2018-01-06,2017-09-30,I'll Name The Dogs,Blake Shelton,0,16,63,0
2018-01-13,2017-05-13,Attention,Charlie Puth,0,10,34,0
2018-01-13,2017-05-20,1-800-273-8255,Logic & Alessia Cara & Khalid,1,4,33,0
2018-01-13,2016-12-10,That's What I Like,Bruno Mars,0,9,32,0
2018-01-13,2017-10-28,How Long,Charlie Puth,0,10,27,0
2018-01-13,2017-07-22,Mi Gente,J Balvin & Willy William & Beyonce,1,14,30,0
2018-01-13,2017-07-29,Bank Account,21 Savage,0,1,29,0
2018-01-13,2017-11-11,Wolves,Selena Gomez & Marshmello,1,10,28,0
2018-01-13,2018-01-13,Finesse,Bruno Mars & Cardi B,1,10,35,0
2018-01-13,2017-10-14,Plain Jane,A$AP Ferg & Nicki Minaj,1,14,31,0
2018-01-13,2017-09-16,The Way Life Goes,Lil Uzi Vert & Nicki Minaj,1,19,36,0
2018-01-13,2017-09-09,Roll In Peace,Kodak Black & XXXTENTACION,1,5,47,0
2018-01-13,2017-09-23,Sky Walker,Miguel & Travis Scott,1,7,38,0
2018-01-13,2017-12-09,End Game,Taylor Swift & Ed Sheeran & Future,1,7,39,0
2018-01-13,2017-09-30,Let Me Go,Hailee Steinfeld & Alesso & Florida Georgia Line & Watt,1,0,40,0
2018-01-13,2017-09-02,Silence,Marshmello & Khalid,1,2,41,0
2018-01-13,2017-04-29,Unforgettable,French Montana & Swae Lee,1,7,42,0
2018-01-13,2017-08-26,What About Us,P!nk,0,9,43,0
2018-01-13,2017-12-23,Marry Me,Thomas Rhett,0,9,44,0
2018-01-13,2018-01-06,River,Eminem & Ed Sheeran,1,15,45,0
2018-01-13,2017-10-14,Like I Loved You,Brett Young,0,4,46,0
2018-01-13,2017-09-09,I Get The Bag,Gucci Mane & Migos,1,8,26,0
2018-01-13,2017-08-19,The Weekend,SZA,0,2,37,0
2018-01-13,2017-02-04,Despacito,Luis Fonsi & Daddy Yankee & Justin Bieber,1,14,25,0
2018-01-13,2017-01-28,Shape Of You,Ed Sheeran,0,12,13,0
2018-01-13,2017-10-14,I Fall Apart,Post Malone,0,3,23,0
2018-01-13,2017-11-25,Lemon,N*E*R*D & Rihanna,1,16,48,0
2018-01-13,2017-03-25,Perfect,Ed Sheeran,0,12,1,0
2018-01-13,2017-08-26,Havana,Camila Cabello & Young Thug,1,10,2,0
2018-01-13,2017-10-07,Rockstar,Post Malone & 21 Savage,1,4,3,0
2018-01-13,2017-05-20,Thunder,Imagine Dragons,0,10,4,0
2018-01-13,2017-09-30,No Limit,G-Eazy & A$AP Rocky & Cardi B,1,6,5,0
2018-01-13,2017-09-23,Bad At Love,Halsey,0,5,6,0
2018-01-13,2017-09-30,Too Good At Goodbyes,Sam Smith,0,6,7,0
2018-01-13,2017-11-18,MotorSport,"Migos, Nicki Minaj & Cardi B",1,1,8,0
2018-01-13,2017-09-30,Gucci Gang,Lil Pump,0,0,9,0
2018-01-13,2017-11-11,Meant To Be,Bebe Rexha & Florida Georgia Line,1,24,24,0
2018-01-13,2017-07-22,Bodak Yellow (Money Moves),Cardi B,0,1,10,0
2018-01-13,2017-07-08,Feel It Still,Portugal. The Man,0,1,12,0
2018-01-13,2017-05-06,Love.,Kendrick Lamar & Zacari,1,13,14,0
2018-01-13,2017-07-29,Sorry Not Sorry,Demi Lovato,0,8,15,0
2018-01-13,2017-02-25,Believer,Imagine Dragons,0,10,16,0
2018-01-13,2017-12-23,Him & I,G-Eazy & Halsey,1,11,17,0
2018-01-13,2017-11-04,Let You Down,NF,0,0,18,0
2018-01-13,2018-01-06,Bartier Cardi,Cardi B & 21 Savage,1,2,19,0
2018-01-13,2017-12-02,Gummo,6ix9ine,0,0,20,0
2018-01-13,2017-09-16,What Lovers Do,Maroon 5 & SZA,1,11,21,0
2018-01-13,2017-08-05,Young Dumb & Broke,Khalid,0,2,22,0
2018-01-13,2017-08-19,New Rules,Dua Lipa,0,0,11,0
2018-01-13,2017-11-18,Ric Flair Drip,Offset & Metro Boomin,1,0,49,0
2018-01-13,2017-10-28,Lights Down Low,MAX & gnash,1,6,50,0
2018-01-13,2017-09-30,Pills And Automobiles,"Chris Brown & Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",1,13,51,0
2018-01-13,2017-12-23,Five More Minutes,Scotty McCreery,0,2,78,0
2018-01-13,2017-12-16,Legends,Kelsea Ballerini,0,5,79,0
2018-01-13,2018-01-13,One Foot,WALK THE MOON,0,3,80,0
2018-01-13,2017-11-04,Mayores,Becky G & Bad Bunny,1,2,81,0
2018-01-13,2017-10-28,Heaven,Kane Brown,0,2,82,0
2018-01-13,2018-01-13,This Is Me,Keala Settle & The Greatest Showman Ensemble,1,0,83,0
2018-01-13,2017-12-30,My Dawg,Lil Baby,0,0,84,0
2018-01-13,2018-01-13,Rewrite The Stars,Zac Efron & Zendaya,1,1,85,0
2018-01-13,2017-10-07,Too Much To Ask,Niall Horan,0,4,86,0
2018-01-13,2017-11-18,All On Me,Devin Dawson,0,0,87,0
2018-01-13,2017-12-02,Pick It Up,Famous Dex & A$AP Rocky,1,3,77,0
2018-01-13,2018-01-13,Never Enough,Loren Allred,0,0,88,0
2018-01-13,2017-12-23,Juice,Yo Gotti,0,3,90,0
2018-01-13,2017-05-06,Broken Halos,Chris Stapleton,0,0,91,0
2018-01-13,2018-01-13,Corazon,Maluma & Nego do Borel,1,2,92,0
2018-01-13,2017-12-02,Female,Keith Urban,0,12,93,0
2018-01-13,2017-09-30,Dusk Till Dawn,Zayn & Sia,1,13,94,0
2018-01-13,2018-01-13,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",1,0,95,0
2018-01-13,2017-12-09,When We,Tank,0,0,96,0
2018-01-13,2017-12-02,Wanted You,NAV & Lil Uzi Vert,1,6,97,0
2018-01-13,2017-09-16,F**k Love,XXXTENTACION & Trippie Redd,1,1,98,0
2018-01-13,2017-12-09,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",1,5,99,0
2018-01-13,2018-01-06,Stir Fry,Migos,0,4,89,0
2018-01-13,2017-12-02,Betrayed,Lil Xan,0,0,76,0
2018-01-13,2018-01-13,Best Friend,"Sofi Tukker & NERVO, The Knocks & Alisa Ueno",1,0,100,0
2018-01-13,2018-01-06,Ice Tray,Quavo & Lil Yachty,1,10,74,0
2018-01-13,2017-12-16,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",1,0,75,0
2018-01-13,2017-11-04,Yours,Russell Dickerson,0,0,52,0
2018-01-13,2017-09-23,Greatest Love Story,LANCO,0,0,53,0
2018-01-13,2017-10-14,Good Old Days,Macklemore & Kesha,1,3,54,0
2018-01-13,2017-09-09,Look What You Made Me Do,Taylor Swift,0,7,55,0
2018-01-13,2017-09-30,I'll Name The Dogs,Blake Shelton,0,16,56,0
2018-01-13,2017-10-14,Round Here Buzz,Eric Church,0,11,57,0
2018-01-13,2017-11-11,Candy Paint,Post Malone,0,3,59,0
2018-01-13,2017-11-25,Rubbin Off The Paint,YBN Nahmir,0,0,60,0
2018-01-13,2018-01-06,La Modelo,Ozuna & Cardi B,1,3,61,0
2018-01-13,2017-09-02,I Could Use A Love Song,Maren Morris,0,4,62,0
2018-01-13,2017-09-23,...Ready For It?,Taylor Swift,0,7,58,0
2018-01-13,2017-12-09,Echame La Culpa,Luis Fonsi & Demi Lovato,1,8,64,0
2018-01-13,2017-12-16,Codeine Dreaming,Kodak Black & Lil Wayne,1,9,65,0
2018-01-13,2017-12-16,MIC Drop,BTS & Desiigner,1,6,66,0
2018-01-13,2017-12-09,No Smoke,YoungBoy Never Broke Again,0,0,73,0
2018-01-13,2017-11-04,You Broke Up With Me,Walker Hayes,0,0,67,0
2018-01-13,2017-12-23,Kooda,6ix9ine,0,0,68,0
2018-01-13,2017-09-16,Light It Up,Luke Bryan,0,15,69,0
2018-01-13,2017-12-09,Written In The Sand,Old Dominion,0,6,70,0
2018-01-13,2017-12-30,Never Be The Same,Camila Cabello,0,2,71,0
2018-01-13,2017-09-16,Tell Me You Love Me,Demi Lovato,0,8,72,0
2018-01-13,2017-10-14,Losing Sleep,Chris Young,0,5,63,0
2018-01-20,2017-02-04,Despacito,Luis Fonsi & Daddy Yankee & Justin Bieber,1,14,34,0
2018-01-20,2017-09-16,The Way Life Goes,Lil Uzi Vert & Nicki Minaj,1,19,33,0
2018-01-20,2018-01-06,River,Eminem & Ed Sheeran,1,15,32,0
2018-01-20,2017-09-16,What Lovers Do,Maroon 5 & SZA,1,11,27,0
2018-01-20,2017-02-25,Believer,Imagine Dragons,0,10,30,0
2018-01-20,2017-10-14,Plain Jane,A$AP Ferg & Nicki Minaj,1,14,29,0
2018-01-20,2017-08-05,Young Dumb & Broke,Khalid,0,2,28,0
2018-01-20,2017-07-22,Mi Gente,J Balvin & Willy William & Beyonce,1,14,35,0
2018-01-20,2017-09-23,Sky Walker,Miguel & Travis Scott,1,7,31,0
2018-01-20,2017-12-09,End Game,Taylor Swift & Ed Sheeran & Future,1,7,36,0
2018-01-20,2017-10-28,Lights Down Low,MAX & gnash,1,6,47,0
2018-01-20,2016-12-10,That's What I Like,Bruno Mars,0,9,38,0
2018-01-20,2017-12-23,Marry Me,Thomas Rhett,0,9,39,0
2018-01-20,2017-09-30,Let Me Go,Hailee Steinfeld & Alesso & Florida Georgia Line & Watt,1,0,40,0
2018-01-20,2017-05-13,Attention,Charlie Puth,0,10,41,0
2018-01-20,2017-08-19,The Weekend,SZA,0,2,42,0
2018-01-20,2018-01-20,All The Stars,Kendrick Lamar & SZA,1,13,43,0
2018-01-20,2017-05-20,1-800-273-8255,Logic & Alessia Cara & Khalid,1,4,44,0
2018-01-20,2017-09-09,Roll In Peace,Kodak Black & XXXTENTACION,1,5,45,0
2018-01-20,2017-09-02,Silence,Marshmello & Khalid,1,2,46,0
2018-01-20,2017-10-14,I Fall Apart,Post Malone,0,3,26,0
2018-01-20,2017-07-29,Bank Account,21 Savage,0,1,37,0
2018-01-20,2017-09-09,I Get The Bag,Gucci Mane & Migos,1,8,25,0
2018-01-20,2017-05-06,Love.,Kendrick Lamar & Zacari,1,13,13,0
2018-01-20,2017-10-28,How Long,Charlie Puth,0,10,23,0
2018-01-20,2017-11-18,Ric Flair Drip,Offset & Metro Boomin,1,0,48,0
2018-01-20,2017-03-25,Perfect,Ed Sheeran,0,12,1,0
2018-01-20,2017-08-26,Havana,Camila Cabello & Young Thug,1,10,2,0
2018-01-20,2018-01-13,Finesse,Bruno Mars & Cardi B,1,10,3,0
2018-01-20,2017-10-07,Rockstar,Post Malone & 21 Savage,1,4,4,0
2018-01-20,2017-09-30,No Limit,G-Eazy & A$AP Rocky & Cardi B,1,6,5,0
2018-01-20,2017-05-20,Thunder,Imagine Dragons,0,10,6,0
2018-01-20,2017-09-23,Bad At Love,Halsey,0,5,7,0
2018-01-20,2017-09-30,Too Good At Goodbyes,Sam Smith,0,6,8,0
2018-01-20,2018-01-20,Filthy,Justin Timberlake,0,9,9,0
2018-01-20,2017-11-11,Wolves,Selena Gomez & Marshmello,1,10,24,0
2018-01-20,2017-11-18,MotorSport,"Migos, Nicki Minaj & Cardi B",1,1,10,0
2018-01-20,2017-09-30,Gucci Gang,Lil Pump,0,0,12,0
2018-01-20,2018-01-06,Bartier Cardi,Cardi B & 21 Savage,1,2,14,0
2018-01-20,2017-11-04,Let You Down,NF,0,0,15,0
2018-01-20,2017-12-23,Him & I,G-Eazy & Halsey,1,11,16,0
2018-01-20,2017-07-22,Bodak Yellow (Money Moves),Cardi B,0,1,17,0
2018-01-20,2017-11-11,Meant To Be,Bebe Rexha & Florida Georgia Line,1,24,18,0
2018-01-20,2017-12-02,Gummo,6ix9ine,0,0,19,0
2018-01-20,2017-07-08,Feel It Still,Portugal. The Man,0,1,20,0
2018-01-20,2017-07-29,Sorry Not Sorry,Demi Lovato,0,8,21,0
2018-01-20,2017-01-28,Shape Of You,Ed Sheeran,0,12,22,0
2018-01-20,2017-08-19,New Rules,Dua Lipa,0,0,11,0
2018-01-20,2017-04-29,Unforgettable,French Montana & Swae Lee,1,7,49,0
2018-01-20,2017-11-25,Lemon,N*E*R*D & Rihanna,1,16,50,0
2018-01-20,2017-10-14,Like I Loved You,Brett Young,0,4,51,0
2018-01-20,2018-01-13,Rewrite The Stars,Zac Efron & Zendaya,1,1,78,0
2018-01-20,2018-01-06,Ice Tray,Quavo & Lil Yachty,1,10,79,0
2018-01-20,2017-09-23,...Ready For It?,Taylor Swift,0,7,80,0
2018-01-20,2017-11-18,All On Me,Devin Dawson,0,0,81,0
2018-01-20,2018-01-20,For You (Fifty Shades Freed),Liam Payne & Rita Ora,1,5,82,0
2018-01-20,2017-12-16,Legends,Kelsea Ballerini,0,5,83,0
2018-01-20,2018-01-13,One Foot,WALK THE MOON,0,3,84,0
2018-01-20,2018-01-20,Nowadays,Lil Skies & Landon Cube,1,0,85,0
2018-01-20,2018-01-13,Best Friend,"Sofi Tukker & NERVO, The Knocks & Alisa Ueno",1,0,86,0
2018-01-20,2017-12-30,My Dawg,Lil Baby,0,0,87,0
2018-01-20,2017-12-23,Five More Minutes,Scotty McCreery,0,2,77,0
2018-01-20,2018-01-13,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",1,0,88,0
2018-01-20,2018-01-13,Corazon,Maluma & Nego do Borel,1,2,90,0
2018-01-20,2017-05-06,Broken Halos,Chris Stapleton,0,0,91,0
2018-01-20,2018-01-20,I Miss You,Clean Bandit & Julia Michaels,1,5,92,0
2018-01-20,2017-10-07,Too Much To Ask,Niall Horan,0,4,93,0
2018-01-20,2017-11-04,Mayores,Becky G & Bad Bunny,1,2,94,0
2018-01-20,2017-12-09,Beautiful Trauma,P!nk,0,9,95,0
2018-01-20,2017-12-02,Female,Keith Urban,0,12,96,0
2018-01-20,2017-12-09,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",1,5,97,0
2018-01-20,2018-01-20,Red Roses,Lil Skies & Landon Cube,1,0,98,0
2018-01-20,2018-01-13,Never Enough,Loren Allred,0,0,99,0
2018-01-20,2017-12-16,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",1,0,89,0
2018-01-20,2017-12-02,Betrayed,Lil Xan,0,0,76,0
2018-01-20,2017-12-23,Juice,Yo Gotti,0,3,100,0
2018-01-20,2017-12-16,MIC Drop,BTS & Desiigner,1,6,74,0
2018-01-20,2017-12-09,No Smoke,YoungBoy Never Broke Again,0,0,75,0
2018-01-20,2017-11-04,Yours,Russell Dickerson,0,0,52,0
2018-01-20,2017-09-30,Pills And Automobiles,"Chris Brown & Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",1,13,53,0
2018-01-20,2017-10-14,Good Old Days,Macklemore & Kesha,1,3,54,0
2018-01-20,2017-09-16,Tell Me You Love Me,Demi Lovato,0,8,55,0
2018-01-20,2017-09-02,I Could Use A Love Song,Maren Morris,0,4,56,0
2018-01-20,2017-10-14,Round Here Buzz,Eric Church,0,11,57,0
2018-01-20,2018-01-06,La Modelo,Ozuna & Cardi B,1,3,59,0
2018-01-20,2017-12-09,Echame La Culpa,Luis Fonsi & Demi Lovato,1,8,60,0
2018-01-20,2017-09-23,Greatest Love Story,LANCO,0,0,61,0
2018-01-20,2017-11-25,Rubbin Off The Paint,YBN Nahmir,0,0,62,0
2018-01-20,2017-12-16,Codeine Dreaming,Kodak Black & Lil Wayne,1,9,58,0
2018-01-20,2018-01-13,This Is Me,Keala Settle & The Greatest Showman Ensemble,1,0,64,0
